X_component	Y_component	Z_component
4.056667	-3.635422	0.4636153
-14.821113	-0.36760747	-11.134144
1.2117879	-8.456638	-2.4465253
10.611351	1.2746202	-4.9586043
24.173931	4.8104105	-1.4220825
11.872334	13.165548	-14.760596
5.745741	-5.032042	2.0094993
-14.828209	12.00501	3.2203643
-0.5583416	13.762683	-2.0728493
4.100346	-4.5677004	16.583927
-1.4835057	-12.581889	-4.8901796
1.9253491	-6.9321613	8.850657
14.303621	-0.67490274	-15.367629
5.523811	-18.109554	0.18622416
0.6602337	-18.869654	-12.865981
-14.786125	18.970373	3.1390274
-3.793336	5.1861987	-14.980253
2.4899426	-0.5576791	-11.4127035
-6.9316835	-14.322034	-18.58743
2.0861573	-16.488396	-8.983183
9.662502	6.659769	0.068620704
-19.36977	9.61924	-0.7760403
3.5544703	4.0936284	-0.2310844
21.865213	-1.2275282	5.1286416
19.982866	-1.9166521	-13.928236
2.8981578	15.272686	-5.9173017
-18.308008	-4.0132427	-14.205067
12.476529	4.34059	11.974827
-6.6935196	12.218423	10.78258
6.6573997	1.9142779	17.328955
-0.30339283	8.248831	-9.854631
-14.663352	-6.8652534	14.915605
1.957152	0.3138704	-11.202666
-14.537554	-13.632721	-3.5813782
-8.311403	10.767661	-10.287327
-9.4339	-10.728879	10.203944
3.7097979	-16.134596	-9.688238
9.333337	9.516682	-10.6673
12.833446	4.843443	11.196296
-6.655006	-8.967422	-5.3833313
-9.074393	2.248504	11.9494295
-6.5187	9.186532	1.9093333
-18.60505	6.0283732	9.510812
7.923732	-13.225522	3.786445
-6.0012355	-18.101992	-9.495032
-15.752896	11.756903	4.9593263
-13.623623	0.21737777	7.565552
8.346435	-10.281743	-19.091772
-14.475864	-6.794325	15.144013
-18.876438	-3.4373636	-6.8477006
19.149168	3.9891644	2.8609536
0.5379964	7.9583173	-9.207693
-16.33566	2.69679	3.2888215
6.5046396	4.841197	-13.734496
-9.552873	0.7217368	12.521355
3.2416248	6.419179	4.77214
-3.6931536	-13.354493	19.060116
14.568315	-2.3807237	-17.783314
-0.46111286	-12.175837	-5.165051
10.0953	6.2751794	-9.848158
-3.4665532	12.959401	-2.2328365
-4.5553603	-14.986235	3.9030383
-1.9232122	-17.39729	4.7295303
-10.985509	-7.5280643	-0.27902263
-8.839417	3.0476232	11.337324
14.437737	2.8810475	5.6791687
14.94071	10.005916	-4.9027095
-5.2390385	-1.2871201	-2.136654
13.933876	9.309228	16.36556
-15.781647	-2.5765965	-9.385002
21.289785	-0.86714906	5.906753
-18.249203	8.597802	-7.8022127
-2.8005664	-12.740847	10.565578
5.6526313	-10.922323	15.620839
9.813275	-6.4198236	2.1736774
2.909633	-2.307813	15.660817
-6.7104006	-6.031241	-14.213804
-8.59287	-7.3695536	10.904052
3.1024	-9.116631	21.884764
-1.6722015	-12.482915	18.198736
-5.0591803	0.34250188	20.154427
-16.22812	9.063428	-12.243487
-22.432358	4.516266	-1.3278775
-5.305233	9.043642	3.791744
-0.44962832	-0.091556676	-14.992108
0.087544195	19.913784	2.2550817
7.81767	-14.017447	4.3191934
14.516023	-9.441234	-15.336817
4.676799	-3.1863685	20.28513
16.376131	9.899465	5.751423
1.2703054	-11.898251	-5.350517
0.14409006	-10.714754	-15.4117
-5.498313	-0.43998343	-2.025377
-8.812436	-21.08992	2.5177891
-8.178905	9.8108225	20.89424
-4.611973	8.804242	-10.314009
24.31351	4.5794826	-1.0772443
-0.5862541	4.4476285	5.270855
-11.921985	-5.215538	0.5350517
-0.502591	0.25635812	11.223185
-5.598866	-3.5092456	13.450277
16.037733	-4.2774944	8.194413
14.83479	-3.2561977	9.463395
2.9527907	-12.057142	10.7431965
3.4371486	1.6445949	-4.463304
-17.868664	-2.423494	11.000243
-1.1400459	-21.622087	-3.3931408
2.275362	-12.485424	3.9818597
4.3070416	-16.17921	-0.50702417
5.3726563	-5.827762	-19.341827
14.3855915	-9.020189	-2.369305
-19.59006	-0.92687535	13.586187
4.9630837	-5.339353	-15.27792
-19.715601	9.68742	-1.0057622
2.2477672	-7.547378	9.084078
-12.063632	-0.2914232	15.619143
11.630829	5.9158564	10.7302065
-0.77989453	2.5812845	6.51097
1.3301058	-11.562338	-14.330063
-9.440174	5.7572756	-13.909654
0.66793734	12.296756	9.59714
11.438937	-3.9250107	7.6078944
-5.6923933	-8.999246	-3.546577
-12.241029	16.26327	10.011241
-1.9356772	-3.0559947	-3.6851
6.104645	16.904705	1.3063842
-24.078983	-5.2365537	-3.0686789
-14.036649	7.9792967	-13.910062
-6.480981	-11.805945	-5.762641
3.019275	22.00783	2.4557142
7.021075	-5.812881	2.8397522
-8.462806	10.549009	-0.115215465
-20.423206	-4.510047	-3.3155556
11.655286	-3.8931375	18.980637
11.614221	6.3069534	10.189894
-1.2585355	18.845486	-15.243931
-10.042132	2.8787313	-19.849554
18.253649	4.310996	-7.511302
-2.7456975	-12.436949	10.19658
12.714322	2.7527103	13.381539
-2.3957543	-2.8333254	3.6790514
-14.0878315	0.35124084	2.490983
-9.6340885	12.219841	-16.459885
14.175906	10.143823	-6.4947996
-11.391399	11.060544	-3.8291276
-8.812692	8.693081	21.666004
6.521265	10.236015	3.292034
10.7338915	4.14169	-2.8786142
10.826852	-12.52799	8.336372
1.3120335	0.9786314	-4.845415
-18.628572	6.0295267	9.498851
17.310396	-1.9976928	-3.4107008
0.9975958	-7.6101956	-9.539218
22.641352	-3.8323882	8.222241
-7.5887556	-6.840049	-13.166138
6.0003366	1.0036206	9.824877
-5.8104224	9.420662	3.1641722
4.8155985	18.318344	8.983693
-1.0405911	3.3467042	19.737694
22.612587	-3.5910902	8.133053
-2.714896	-12.421281	10.153592
-18.719233	-6.16623	-2.7241166
20.251417	-3.8654134	-13.1081705
3.9339244	-3.2714672	19.183735
-11.915069	-1.3846933	-16.26875
20.4739	-5.3081093	0.74739283
-13.795876	4.9530773	18.220903
10.009297	0.1639194	-5.1116424
-3.8852084	-5.303557	12.837809
-9.623834	-13.2847805	8.373199
-2.0712702	-2.4925394	-22.488867
-1.2415233	18.463013	-16.41264
-1.1752865	-0.4592609	-15.0433035
-3.218289	-15.490655	3.3645012
-5.111333	2.1196408	20.71296
-12.613192	-3.1467626	1.4625691
18.316753	14.333432	-6.9675975
1.3742718	-12.16692	-18.951822
-8.996447	-1.4406214	-7.6724463
-3.1612875	6.118555	-0.8829892
-1.7768035	-19.734638	-2.1319413
-3.256348	-15.41223	3.437382
4.8772116	-18.579937	0.22492091
-0.7070829	-2.1457665	5.03235
14.95483	-3.8009071	7.8174596
-7.065886	-14.181324	-9.664364
6.5854955	22.18662	-4.5559707
-0.20525512	8.100009	-8.444375
-1.9586297	20.767973	7.4606028
-8.37186	5.253465	-12.653538
7.1506505	-7.292789	1.9318085
-7.2148576	13.009637	-19.170412
17.664236	10.294377	-11.886651
1.1542898	-0.32998246	-10.87708
-1.0669004	-21.537989	-3.4258766
-19.158625	-4.3980536	-5.275644
2.858667	-12.208338	10.755027
3.915133	3.7570298	-0.15497099
-20.72412	2.9627142	-11.029931
7.2724504	10.69716	-12.867767
-9.225232	-20.792854	2.3458238
1.1203736	-11.902639	-5.346534
-2.314366	15.190293	-7.5860906
14.046543	-7.9085546	13.443675
4.428344	16.150513	-0.23987527
17.534607	5.476334	-15.904888
-15.971115	1.7573174	-2.4330404
13.752715	9.112844	16.199093
7.697129	-11.614695	3.0839896
-5.962707	-2.7273054	13.889897
-6.980038	0.57715374	-17.45775
-20.937572	1.7555518	-10.008317
-6.8193016	-14.092296	-18.053905
11.609894	-9.8043	14.297069
6.80167	8.6105795	-19.80035
-3.684421	0.6287155	20.633171
9.970891	6.2325516	-0.5973886
11.458466	-18.442825	-7.491653
-19.299622	4.251453	3.5572298
5.24434	21.86659	2.9403539
12.569515	10.91549	2.2315412
1.6859024	7.795502	-8.79432
5.4733577	-5.968513	-19.51214
-8.517603	-6.2075777	7.776619
-2.600916	-9.980305	6.3474293
-5.733404	13.138482	5.17916
6.5357623	19.59521	-4.313525
-1.8185868	-0.2857912	5.5024676
-0.20110722	4.414664	6.143845
6.889167	8.603731	-5.037341
-6.2760468	-1.8054837	16.37199
-13.343171	13.102638	3.8955998
0.30397245	5.27726	4.755019
0.7938847	12.208087	9.687012
11.596578	6.3731523	10.116582
-10.011314	5.8367953	-12.803654
-9.319176	-10.027626	10.732535
-6.4371624	18.384705	-5.195214
7.3664365	-2.7963421	12.4598465
22.641533	-3.8323638	8.222585
6.488803	4.8568606	-13.737815
-12.863251	-2.3726099	1.7499527
-6.8026853	-14.438809	-18.293003
-20.217752	-4.7684712	-3.1578407
1.9028702	1.0010729	-4.734885
12.046263	-5.100488	19.414045
4.606751	-3.3491015	0.1848831
0.27733433	-7.141382	-1.9023906
-16.852818	-13.923031	-3.3688893
-14.353873	13.639087	-6.9602146
8.408111	0.48796907	-11.624628
11.823513	17.17008	0.3628482
14.785092	-8.5423155	4.6295953
-5.228825	7.455177	-0.18167767
-18.904613	6.0423136	9.500624
-14.826551	-1.6074427	8.860649
18.892353	3.8921976	-8.45245
-8.321831	10.777146	-10.285918
-1.1097018	12.164053	18.042486
-4.4243445	6.9207954	-18.555601
6.8906255	2.8333635	9.846455
-9.155221	5.3141985	14.451278
1.5475705	-11.882973	-13.804074
-11.109909	5.949134	-13.773174
2.6577148	2.2177775	-24.118446
-14.347339	1.4358995	-11.915458
-3.192007	-15.511718	3.3575065
22.362457	4.7738323	9.96157
12.488921	18.083294	-7.8297143
-7.6656733	-6.2376413	-14.188814
-2.0500174	-18.596682	12.989071
0.2732409	21.078043	-0.6285254
-14.327629	13.616852	-6.944599
0.9997422	5.5286894	4.6056657
12.072398	0.37022007	3.4089499
9.928766	-0.8206433	-4.735418
3.237303	8.648001	-1.4437495
12.914456	-3.0065882	9.076256
-12.241208	16.26454	10.010151
15.83535	-9.391762	-3.586234
5.6126747	-11.176855	15.56458
-8.0566435	-1.0755349	-9.2055855
-10.463615	-2.6845748	-6.9293036
-6.238774	3.2465093	8.048167
-6.3889656	7.8379564	-1.1037483
-4.1489286	0.20595258	-23.719038
3.559021	-16.15572	-9.7313595
-2.9906504	2.509867	-5.6069474
-14.306621	-6.7551084	15.345942
-14.183975	-9.6666765	15.546072
-20.736742	6.1280665	9.447468
10.611695	-5.792714	-2.0664077
18.252079	14.369751	-6.988905
0.9875101	-0.6121984	-10.777598
-4.887151	9.125015	-11.071311
-2.8217745	-0.89297223	-12.165418
-4.076762	6.7444477	-1.990995
17.158018	5.728417	-16.07222
-9.522358	22.39778	4.7587433
5.4616227	-10.710554	-1.2431551
-20.43492	9.994254	-1.2175986
-1.4638662	22.296383	-8.144664
16.054062	-2.9472663	17.572239
17.53378	15.759244	-0.45281154
13.830185	10.300251	2.5016854
2.305634	6.814401	11.590267
-5.922748	11.786224	6.946736
-0.5770109	-20.351948	-3.9437604
-6.7532988	5.626804	-6.6751175
6.673059	10.285714	-14.3454485
8.135255	-10.80014	-16.182611
-0.43677604	-1.8902333	-11.18052
-1.9041525	-0.7219226	5.5213284
18.41457	2.3894465	0.08224314
4.3956094	-1.5529798	18.300203
17.785322	-12.5353365	-9.072438
-14.985661	-7.0534577	14.513775
13.012271	19.124357	7.519712
-13.02312	8.152573	-16.44124
6.924037	21.913189	-4.571992
16.537235	-4.5219007	17.442234
-14.131774	2.6212478	-12.303804
8.545386	-7.088163	7.0034494
-22.98399	-2.1520185	5.8620195
-12.895262	-13.199201	5.150132
-13.48222	-6.7732325	16.277836
10.669454	-3.6672902	9.639426
-14.1599245	11.986795	3.036264
-0.14049587	-1.0116743	-12.5103245
-4.449075	7.4738927	-18.661547
1.7687459	8.23574	-9.490832
12.296898	17.35545	1.7859299
6.277925	15.988301	7.867454
24.369959	0.592435	-2.8595
12.306209	2.0030127	2.9495344
18.114826	4.4638286	-15.9376955
-14.664501	-1.2802188	8.702601
-7.852074	-8.021302	9.894825
-8.447111	17.737589	2.9178934
10.940213	-5.5489087	-2.0521915
-0.15080498	-1.058085	-12.425005
14.164378	-3.6073565	-9.76316
10.569784	-6.5340466	-7.965358
13.3724165	-10.722379	4.658221
-0.048709307	-0.15320934	5.88409
6.317387	1.3964427	17.301846
-5.1232595	-1.6291661	19.228346
-15.511834	18.933018	3.1643355
-10.043191	4.873866	-4.6730285
-6.602628	-12.292199	-6.2620764
